title;sentence;sentence_id;health;healthSubclass;water;waterSubclass;agriculture;agricultureSubclass;culturesAffected;economy;economySubclass;social;socialSubclass;infrastructure;infraSubclass
The Melbourne epidemic thunderstorm asthma event 2016: an investigation of environmental triggers, effect on health services, and patient risk factors;Duration of ICU and hospital stay was short, supportive of the pathophysiological explanation of an acute allergic precipitant for bronchospasm in epidemic thunderstorm asthma.;METAEH_102;1;RESP, OTHER;;;;;;;;;;;
The Melbourne epidemic thunderstorm asthma event 2016: an investigation of environmental triggers, effect on health services, and patient risk factors;Paralleling the documented medical consequences was a commensurate effect on emergency and health service systems.;METAEH_103;;;;;;;;;;;;1;STRAIN
The Melbourne epidemic thunderstorm asthma event 2016: an investigation of environmental triggers, effect on health services, and patient risk factors;The Emergency Services Telecommunications Authority, Ambulance Victoria, and hospital emergency departments were operating in an environment characterised by rapidly escalating demands and substantial uncertainty.31;METAEH_104;;;;;;;;;;;;1;STRAIN
The Melbourne epidemic thunderstorm asthma event 2016: an investigation of environmental triggers, effect on health services, and patient risk factors;Asian immigrants to Australia appear particularly susceptible to this migration effect of increased allergy and asthma risk.;METAEH_118;1;RESP, OTHER;;;;;;;;1;INEQ;;
The Melbourne epidemic thunderstorm asthma event 2016: an investigation of environmental triggers, effect on health services, and patient risk factors;Studies have documented a significantly higher prevalence of seasonal allergic rhinitis in Asians living in Australia (whether immigrant or Australian-born) than in Australian-born non-Asians.37;METAEH_119;1;OTHER;;;;;;;;1;INEQ;;
The Melbourne epidemic thunderstorm asthma event 2016: an investigation of environmental triggers, effect on health services, and patient risk factors;The prevalence of hay fever and to a lesser degree, asthma in Asian immigrants, increases significantly with the length of stay in Australia, independent of age at arrival, sex, and atopic status.38;METAEH_120;1;RESP, OTHER;;;;;;;;1;INEQ;;
The Melbourne epidemic thunderstorm asthma event 2016: an investigation of environmental triggers, effect on health services, and patient risk factors;After 10 years in Australia, up to 60% of south-east Asian immigrants developed hay fever and 15% had symptoms of asthma.39;METAEH_121;1;RESP, OTHER;;;;;;;;1;INEQ;;
The Melbourne epidemic thunderstorm asthma event 2016: an investigation of environmental triggers, effect on health services, and patient risk factors;The largest previous epidemic thunderstorm asthma event occurred in the Greater London area of UK, which has among the highest proportion of British Asian migrants in the UK.;METAEH_124;;;;;;;;;;1;INEQ;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;Among these, the study of Burke et al. (2015) used data from 19 African countries and showed that rainfall shocks (droughts) increase HIV prevalence by 11%.;DHTXSI_21;1;INFC;;;;;;;;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;Based on their model, authors estimate that drought-induced income shocks lead to a 17% increase in HIV prevalence over a 10-year period.;DHTXSI_23;1;INFC;;;;;;;;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;First, droughts can generate economic shocks for individuals whose primary income source is agriculture, by affecting agricultural outputs.;DHTXSI_33;;;;;;;;1;AGRC, ECOG;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;"Droughts may also generate economic shocks more widely through the channel of increasing food prices, but empirical evidence suggests that the effects of recent droughts in Malawi have been concentrated amongst individuals with agricultural incomes (Pauw et al., 2011; Loevinsohn, 2015; World Bank, 2016).";DHTXSI_34;;;;;;;;1;AGRC;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;First, for men employed outside agriculture, the effect of drought on income will be smaller than the effect of drought for women employed in agriculture.;DHTXSI_45;;;;;;;;;;1;INEQ;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;Second, a decrease in income will cause an inwards shift in the demand curve for transactional sex.;DHTXSI_48;;;;;;;;1;ECOG;1;INEQ;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;H1 Women employed in agriculture increase their supply of transactional sex in areas affected by droughts.;DHTXSI_53;;;;;;;;;;1;INEQ;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;H2 Men employed outside agriculture increase their consumption of transactional sex in areas affected by droughts.;DHTXSI_54;;;;;;;;;;1;INEQ;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;H3 Rates of STI infections are higher amongst men and women in drought-affected areas.;DHTXSI_55;1;INFC;;;;;;;;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;As Table 1 shows, during the rainy seasons of November 2014–April 2015 and November 2015–April 2016, approximately 90% of the population experienced a drought of various intensities.;DHTXSI_67;;;;;;;;;;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;"As such, our measure of drought is comparable with the definition used by other authors examining the effect of economic shocks on HIV and transactional sex of a crop-year rainfall realisation below the 15% quantile of the local rainfall distribution (Burke et al., 2015; Low et al., 2019).";DHTXSI_105;1;INFC;;;;;;1;ECOG;1;INEQ;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;This threshold was selected as meaningful by Burke et al. (2015) because realizations below the 15th percentile appear to be the most harmful to maize yields which is the main staple food crop in Malawi (World Bank, 2016).;DHTXSI_106;;;;;;;;;;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;Eighty-six percent were living in an area affected by a moderate drought in 2015-16 during a period of six months.;DHTXSI_146;;;;;;;;;;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;Results presented in Table 3 show that women relying on agriculture in an area affected by a drought of 1–5 months were more likely to engage in transactional sex by almost 5 percentage points and those affected by a six-months drought were 6 percentage points more likely to engage in a transactional relationship in comparison to women living in area who were not affected by a drought.;DHTXSI_152;;;;;;;;;;1;INEQ;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;Given the share of individuals declaring such activity in this survey, suffering from a current six-months drought doubles the likelihood of engaging in transactional sex.;DHTXSI_153;;;;;;;;;;1;INEQ;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;As for results presented in Table 4, they show that a drought increases transactional sex relationships for all men but the effect is slightly stronger among men working outside agriculture.;DHTXSI_158;;;;;;;;;;1;INEQ;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;Precisely, we find that men living in areas affected by a six-months drought are 5 percentage points more likely to engage in a transactional relationship with a woman than men living in areas unaffected by the drought.;DHTXSI_159;;;;;;;;;;1;INEQ;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;Results presented in Table 6 indicate that currently experiencing a drought significantly increases the likelihood of suffering from a STI symptom in the last twelve months, especially for women who work in the agriculture sector (Panel B).;DHTXSI_171;1;INFC;;;;;;;;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;More precisely, the likelihood of suffering from STIs increases by 10 and 12 percentage points (i.e. 43% and 44% increase) among women who work and whose household's head work in the agriculture sector respectively.;DHTXSI_172;1;INFC;;;;;;;;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;Such impact of current droughts on STIs is observed among men whose household head works outside the agriculture sector (cf. Table 7).;DHTXSI_173;1;INFC;;;;;;;;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;It is interesting to note that an additional six-months drought in the past five years increases the HIV prevalence rate by 1.5 and 1.3 percentage points among women and men respectively.;DHTXSI_176;1;INFC;;;;;;;;;;;
From a drought to HIV: An analysis of the effect of droughts on transactional sex and sexually transmitted infections in Malawi;Such figures correspond to an increase of 14% and 18% of HIV prevalence respectively.;DHTXSI_177;1;INFC;;;;;;;;;;;
